permittype,permit_type_desc,permit_number,permit_class_mapped,permit_class,work_class,condominium,permit_location,description,tcad_id,legal_description,applieddate,issue_date,day_issued,calendar_year_issued,fiscal_year_issued,issued_in_last_30_days,issue_method,status_current,statusdate,expiresdate,completed_date,remodel_repair_sqft,number_of_floors,housing_units,original_address1,original_city,original_state,original_zip,council_district,jurisdiction,link,project_id,latitude,longitude,location,certificate_of_occupancy,total_valuation_remodel,total_job_valuation,building_valuation_remodel,electrical_valuation_remodel,mechanical_valuation_remodel,plumbing_valuation_remodel,masterpermitnum,total_existing_bldg_sqft,total_new_add_sqft,total_lot_sq_ft,electrical_valuation
EP,Electrical Permit,1996-001951 EP,Residential,R- 434 Addition & Alterations,Addition,No,1914 Blue Meadow Drive             A .00000,Add New Trailer Entryway & Handicamp Ramp **,0426030712,LOT 11 BLK W SOUTH CREEK-SOUTH SEC 1,1996-07-18T00:00:00.000,1996-07-18T00:00:00.000,THURSDAY,1996,1996,No,Permit Center,Final,2007-06-06T00:00:00.000,1997-02-17T00:00:00.000,1996-08-21T00:00:00.000,,1,1,1914 BLUE MEADOW DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=4251076'},4251076,30.18306077,-97.76672649,"{'latitude': '30.18306077', 'longitude': '-97.76672649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,1500,,,,,639902,,,,
PP,Plumbing Permit,1996-001951 PP,Residential,R- 434 Addition & Alterations,Addition,No,1914 Blue Meadow Drive             A .00000,Add New Trailer Entryway & Handicamp Ramp **,0426030712,LOT 11 BLK W SOUTH CREEK-SOUTH SEC 1,1996-07-18T00:00:00.000,1996-07-18T00:00:00.000,THURSDAY,1996,1996,No,Permit Center,VOID,2008-09-29T00:00:00.000,1997-02-17T00:00:00.000,1997-01-14T00:00:00.000,,1,1,1914 BLUE MEADOW DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3697606'},3697606,30.18306077,-97.76672649,"{'latitude': '30.18306077', 'longitude': '-97.76672649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,1500,,,,,639902,,,,
MP,Mechanical Permit,1996-001951 MP,Residential,R- 434 Addition & Alterations,Addition,No,1914 Blue Meadow Drive             A .00000,Add New Trailer Entryway & Handicamp Ramp **,0426030712,LOT 11 BLK W SOUTH CREEK-SOUTH SEC 1,1996-07-18T00:00:00.000,1996-07-18T00:00:00.000,THURSDAY,1996,1996,No,Permit Center,VOID,2008-09-29T00:00:00.000,1997-02-17T00:00:00.000,1997-01-14T00:00:00.000,,1,1,1914 BLUE MEADOW DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3342337'},3342337,30.18306077,-97.76672649,"{'latitude': '30.18306077', 'longitude': '-97.76672649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,1500,,,,,639902,,,,
BP,Building Permit,1996-001951 BP,Residential,R- 434 Addition & Alterations,Addition,No,1914 Blue Meadow Drive             A .00000,Add New Trailer Entryway & Handicamp Ramp **,0426030712,LOT 11 BLK W SOUTH CREEK-SOUTH SEC 1,1996-07-18T00:00:00.000,1996-07-18T00:00:00.000,THURSDAY,1996,1996,No,Permit Center,Expired,2007-06-06T00:00:00.000,1997-02-17T00:00:00.000,1997-01-14T00:00:00.000,,1,1,1914 BLUE MEADOW DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=639902'},639902,30.18306077,-97.76672649,"{'latitude': '30.18306077', 'longitude': '-97.76672649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Yes,,1500,,,,,,,,,
BP,Building Permit,1995-011776 BP,Residential,R- 434 Addition & Alterations,Addition,No,5907 Tributary Ridge Drive         A  00000,Wood Deck W/Handrail,0160030401,LOT 7 BLK B AUSTIN HILLS SEC 1,1995-04-20T00:00:00.000,1995-04-20T00:00:00.000,THURSDAY,1995,1995,No,Permit Center,Final,2007-05-22T00:00:00.000,1995-04-25T00:00:00.000,1995-04-25T00:00:00.000,,,1,5907 TRIBUTARY RIDGE DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=628626'},628626,30.4113251,-97.76059823,"{'latitude': '30.4113251', 'longitude': '-97.76059823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,,,,,,
BP,Building Permit,1995-003461 BP,Residential,R- 435 Renovations/Remodel,Remodel,No,4836 Twin Valley Drive             A  00000,Repair Boards & Handrail On Existing Deck,0136090313,LOT 13 BLK B CAT MOUNTAIN VILLAS SEC III A PLUS .2754% INTEREST IN COMMON AREA,1995-02-10T00:00:00.000,1995-02-10T00:00:00.000,FRIDAY,1995,1995,No,Permit Center,Final,2007-05-22T00:00:00.000,1995-02-24T00:00:00.000,1995-02-24T00:00:00.000,,,1,4836 TWIN VALLEY DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=627264'},627264,30.34875719,-97.78233086,"{'latitude': '30.34875719', 'longitude': '-97.78233086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,750,,,,,,,,,
EP,Electrical Permit,1995-000716 EP,Residential,R- 434 Addition & Alterations,Addition,No,1316 Piedmont Avenue               A  00000,Add To Res Create Handicap RampBathrm & Deck,0234070222,LOT 23 *& E2FT OF LOT 22 BLK F *RESUB PT OF BLS D B G A & F CRESTVIEW SEC 2,1995-01-30T00:00:00.000,1995-01-30T00:00:00.000,MONDAY,1995,1995,No,Permit Center,Final,2007-05-22T00:00:00.000,1995-03-23T00:00:00.000,1995-03-23T00:00:00.000,,,1,1316 PIEDMONT AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=4233288'},4233288,30.34307401,-97.72459176,"{'latitude': '30.34307401', 'longitude': '-97.72459176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,15000,,,,,627014,,,,
PP,Plumbing Permit,1995-000716 PP,Residential,R- 434 Addition & Alterations,Addition,No,1316 Piedmont Avenue               A  00000,Add To Res Create Handicap RampBathrm & Deck,0234070222,LOT 23 *& E2FT OF LOT 22 BLK F *RESUB PT OF BLS D B G A & F CRESTVIEW SEC 2,1995-01-30T00:00:00.000,1995-01-30T00:00:00.000,MONDAY,1995,1995,No,Permit Center,Final,2007-05-22T00:00:00.000,1995-03-23T00:00:00.000,1995-03-23T00:00:00.000,,,1,1316 PIEDMONT AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3685917'},3685917,30.34307401,-97.72459176,"{'latitude': '30.34307401', 'longitude': '-97.72459176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,15000,,,,,627014,,,,
MP,Mechanical Permit,1995-000716 MP,Residential,R- 434 Addition & Alterations,Addition,No,1316 Piedmont Avenue               A  00000,Add To Res Create Handicap RampBathrm & Deck,0234070222,LOT 23 *& E2FT OF LOT 22 BLK F *RESUB PT OF BLS D B G A & F CRESTVIEW SEC 2,1995-01-30T00:00:00.000,1995-01-30T00:00:00.000,MONDAY,1995,1995,No,Permit Center,Final,2007-05-22T00:00:00.000,2007-08-29T00:00:00.000,1995-03-23T00:00:00.000,,,1,1316 PIEDMONT AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3325421'},3325421,30.34307401,-97.72459176,"{'latitude': '30.34307401', 'longitude': '-97.72459176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,15000,,,,,627014,,,,
BP,Building Permit,1995-000716 BP,Residential,R- 434 Addition & Alterations,Addition,No,1316 Piedmont Avenue               A  00000,Add To Res Create Handicap RampBathrm & Deck,0234070222,LOT 23 *& E2FT OF LOT 22 BLK F *RESUB PT OF BLS D B G A & F CRESTVIEW SEC 2,1995-01-30T00:00:00.000,1995-01-30T00:00:00.000,MONDAY,1995,1995,No,Permit Center,Final,2007-05-22T00:00:00.000,1995-03-23T00:00:00.000,1995-03-23T00:00:00.000,,,1,1316 PIEDMONT AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=627014'},627014,30.34307401,-97.72459176,"{'latitude': '30.34307401', 'longitude': '-97.72459176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,15000,,,,,,,,,
PP,Plumbing Permit,1993-012850 PP,Residential,R- 435 Renovations/Remodel,Remodel,No,2201 North Plains Avenue           A  00000,Remodel DenTo Create Handicap BedroomBath,0239060405,LOT 10 BLK B NORTH PLAINS,1993-12-03T00:00:00.000,1993-12-03T00:00:00.000,FRIDAY,1993,1994,No,Permit Center,VOID,2016-10-26T00:00:00.000,1994-08-17T00:00:00.000,1994-06-01T00:00:00.000,,,1,2201 NORTH PLAINS AVE,AUSTIN,TX,78757,4,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3677305'},3677305,30.35589217,-97.72885949,"{'latitude': '30.35589217', 'longitude': '-97.72885949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,500,,,,,618522,,,,
BP,Building Permit,1993-010701 BP,Residential,R- 435 Renovations/Remodel,Remodel,No,6107 Carnation Terrace             A  00000,Interior Remodel Of Residence For Handicap Use,0139280207,LOT 27 GLENLAKE PHS 1,1993-11-29T00:00:00.000,1993-11-29T00:00:00.000,MONDAY,1993,1994,No,Permit Center,Final,2008-09-29T00:00:00.000,1994-01-20T00:00:00.000,1994-01-20T00:00:00.000,,,1,3909 1/2 RANCH CREEK DR,AUSTIN,TX,78730,10,AUSTIN LTD,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=618340'},618340,30.35779202,-97.84419789,"{'latitude': '30.35779202', 'longitude': '-97.84419789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,14500,,,,,,,,,
EP,Electrical Permit,1993-012850 EP,Residential,R- 435 Renovations/Remodel,Remodel,No,2201 North Plains Avenue           A  00000,Remodel DenTo Create Handicap BedroomBath,0239060405,LOT 10 BLK B NORTH PLAINS,1993-12-03T00:00:00.000,1993-12-03T00:00:00.000,FRIDAY,1993,1994,No,Permit Center,VOID,2016-10-26T00:00:00.000,1994-08-17T00:00:00.000,1994-06-01T00:00:00.000,,,1,2201 NORTH PLAINS AVE,AUSTIN,TX,78757,4,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=4221311'},4221311,30.35589217,-97.72885949,"{'latitude': '30.35589217', 'longitude': '-97.72885949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,500,,,,,618522,,,,
MP,Mechanical Permit,1993-012850 MP,Residential,R- 435 Renovations/Remodel,Remodel,No,2201 North Plains Avenue           A  00000,Remodel DenTo Create Handicap BedroomBath,0239060405,LOT 10 BLK B NORTH PLAINS,1993-12-03T00:00:00.000,1993-12-03T00:00:00.000,FRIDAY,1993,1994,No,Permit Center,Final,2007-06-06T00:00:00.000,1994-08-17T00:00:00.000,1994-02-18T00:00:00.000,,,1,2201 NORTH PLAINS AVE,AUSTIN,TX,78757,4,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3313908'},3313908,30.35589217,-97.72885949,"{'latitude': '30.35589217', 'longitude': '-97.72885949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,500,,,,,618522,,,,
BP,Building Permit,1993-013094 BP,Residential,R- 434 Addition & Alterations,Addition,No,6107 Carnation Terrace             A  00000,Addn Screened Porch W/RampNew Bay WindowAdd,,,1993-12-09T00:00:00.000,1993-12-09T00:00:00.000,THURSDAY,1993,1994,No,Permit Center,Expired,2007-06-06T00:00:00.000,1994-07-20T00:00:00.000,1994-06-07T00:00:00.000,,1,1,7538 1/2 FIREOAK DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=618652'},618652,30.41725318,-97.77565016,"{'latitude': '30.41725318', 'longitude': '-97.77565016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,,,,,,
EP,Electrical Permit,1993-013094 EP,Residential,R- 434 Addition & Alterations,Addition,No,6107 Carnation Terrace             A  00000,Addn Screened Porch W/RampNew Bay WindowAdd,,,1993-12-09T00:00:00.000,1993-12-09T00:00:00.000,THURSDAY,1993,1994,No,Permit Center,Final,2007-06-06T00:00:00.000,1994-07-20T00:00:00.000,1994-01-21T00:00:00.000,,1,1,7538 1/2 FIREOAK DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=4221475'},4221475,30.41725318,-97.77565016,"{'latitude': '30.41725318', 'longitude': '-97.77565016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,,618652,,,,
PP,Plumbing Permit,1993-010701 PP,Residential,R- 435 Renovations/Remodel,Remodel,No,6107 Carnation Terrace             A  00000,Interior Remodel Of Residence For Handicap Use,0139280207,LOT 27 GLENLAKE PHS 1,1993-11-29T00:00:00.000,1993-11-29T00:00:00.000,MONDAY,1993,1994,No,Permit Center,Final,2008-09-29T00:00:00.000,1994-01-11T00:00:00.000,1994-01-11T00:00:00.000,,,1,3909 1/2 RANCH CREEK DR,AUSTIN,TX,78730,10,AUSTIN LTD,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3677177'},3677177,30.35779202,-97.84419789,"{'latitude': '30.35779202', 'longitude': '-97.84419789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,14500,,,,,618340,,,,
PP,Plumbing Permit,1993-013094 PP,Residential,R- 434 Addition & Alterations,Addition,No,6107 Carnation Terrace             A  00000,Addn Screened Porch W/RampNew Bay WindowAdd,,,1993-12-09T00:00:00.000,1993-12-09T00:00:00.000,THURSDAY,1993,1994,No,Permit Center,VOID,2008-09-29T00:00:00.000,1994-07-20T00:00:00.000,1994-06-07T00:00:00.000,,1,1,7538 1/2 FIREOAK DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3677429'},3677429,30.41725318,-97.77565016,"{'latitude': '30.41725318', 'longitude': '-97.77565016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,,618652,,,,
MP,Mechanical Permit,1993-010701 MP,Residential,R- 435 Renovations/Remodel,Remodel,No,6107 Carnation Terrace             A  00000,Interior Remodel Of Residence For Handicap Use,0139280207,LOT 27 GLENLAKE PHS 1,1993-11-29T00:00:00.000,1993-11-29T00:00:00.000,MONDAY,1993,1994,No,Permit Center,Expired,2007-05-22T00:00:00.000,2007-08-29T00:00:00.000,1994-05-28T00:00:00.000,,,1,3909 1/2 RANCH CREEK DR,AUSTIN,TX,78730,10,AUSTIN LTD,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3313751'},3313751,30.35779202,-97.84419789,"{'latitude': '30.35779202', 'longitude': '-97.84419789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,14500,,,,,618340,,,,
EP,Electrical Permit,1993-010701 EP,Residential,R- 435 Renovations/Remodel,Remodel,No,6107 Carnation Terrace             A  00000,Interior Remodel Of Residence For Handicap Use,0139280207,LOT 27 GLENLAKE PHS 1,1993-11-29T00:00:00.000,1993-11-29T00:00:00.000,MONDAY,1993,1994,No,Permit Center,Expired,2007-05-22T00:00:00.000,2007-08-29T00:00:00.000,1994-05-28T00:00:00.000,,,1,3909 1/2 RANCH CREEK DR,AUSTIN,TX,78730,10,AUSTIN LTD,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=4221157'},4221157,30.35779202,-97.84419789,"{'latitude': '30.35779202', 'longitude': '-97.84419789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,14500,,,,,618340,,,,
BP,Building Permit,1993-012850 BP,Residential,R- 435 Renovations/Remodel,Remodel,No,2201 North Plains Avenue           A  00000,Remodel DenTo Create Handicap BedroomBath,0239060405,LOT 10 BLK B NORTH PLAINS,1993-12-03T00:00:00.000,1993-12-03T00:00:00.000,FRIDAY,1993,1994,No,Permit Center,VOID,2016-10-26T00:00:00.000,1994-08-17T00:00:00.000,1994-06-01T00:00:00.000,,,1,2201 NORTH PLAINS AVE,AUSTIN,TX,78757,4,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=618522'},618522,30.35589217,-97.72885949,"{'latitude': '30.35589217', 'longitude': '-97.72885949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,500,,,,,,,,,
MP,Mechanical Permit,1993-013094 MP,Residential,R- 434 Addition & Alterations,Addition,No,6107 Carnation Terrace             A  00000,Addn Screened Porch W/RampNew Bay WindowAdd,,,1993-12-09T00:00:00.000,1993-12-09T00:00:00.000,THURSDAY,1993,1994,No,Permit Center,VOID,2008-09-29T00:00:00.000,1994-07-20T00:00:00.000,1994-06-07T00:00:00.000,,1,1,7538 1/2 FIREOAK DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=3314069'},3314069,30.41725318,-97.77565016,"{'latitude': '30.41725318', 'longitude': '-97.77565016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,,,,,,618652,,,,
BP,Building Permit,1993-008289 BP,Residential,R- 435 Renovations/Remodel,Remodel,No,4719 Teewood Drive                 A A00000,Repair Stairs & Handrail-Duplex,0425010111,LOT 15 BLK B CREEK BEND SEC 2,1993-03-18T00:00:00.000,1993-03-18T00:00:00.000,THURSDAY,1993,1993,No,Permit Center,Final,2007-05-22T00:00:00.000,1993-06-29T00:00:00.000,1993-06-29T00:00:00.000,,,1,4719 TEEWOOD DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,{'url': 'https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=612515'},612515,30.18339856,-97.75124657,"{'latitude': '30.18339856', 'longitude': '-97.75124657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",No,,500,,,,,,,,,
