permitnumber,permitnumbercreateddate,issuedate,permitelapseddays,projectvalue,typeofwork,address,projectdescription,permitcategory,propertyuse,specificusecategory,issueyear,geolocalarea,geom,yearmonth,geo_point_2d,latitude,longitude
DB-2020-00247,2020-01-22,2020-05-29,128,25000.0,Addition / Alteration,"445 TERMINAL AVENUE, Vancouver, BC","Field Review - Addition / Alteration - Interior alteration to change a lift to a ramp in this existing vehicle dealer.

Loading Bay (Class A) relocated to the front of 445 Terminal Ave.

Scope of work includes: removing lift, installing metal ramp, installing bollards at the front of the 445 Terminal Ave for proposed class A loading bay.

Letters of assurance submitted:
Sch A: W.S. Douglas, AIBC, 604.683.4145
Sch B (Arch): W.S. Douglas, AIBC, 604.683.4145
Sch B (Struct): L.J. Stoelting, P.Eng, 604.734.8822

Okay for field review as per A.Cashato, Dec 19/19
OK for DB as per D. Jung, 11 Feb 2020",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Vehicle Dealer'],2020,Strathcona,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0937701, 49.2718382], 'type': 'Point'}, 'properties': {}}",2020-05,"{'lon': -123.0937701, 'lat': 49.2718382}",49.2718382,-123.0937701
DB-2019-05517,2019-12-05,2020-02-12,69,70000.0,Addition / Alteration,"3985 HUDSON STREET, Vancouver, BC V6H 3B2","Field Review - Addition / Alteration - 3985 Hudson St 

Interior alterations to add an elevator to the basement, main and second floors and stair access with a lift to this existing one family dwelling on this site.

Processed through CRC

Okay for field review per S. Dugaro, January 13, 2020.

Letters of assurance (structural) submitted by S. Ash-Anderson at 604-228-0518.

******THIS PERMIT HAS BEEN ISSUED UNDER THE REQUIREMENTS OF VBBL 2019******",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House'],2020,Shaughnessy,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1346637, 49.2502678], 'type': 'Point'}, 'properties': {}}",2020-02,"{'lon': -123.1346637, 'lat': 49.2502678}",49.2502678,-123.1346637
BP-2018-01156,2018-03-05,2018-09-17,196,800000.0,Addition / Alteration,"1775 W 11TH AVENUE, Vancouver, BC V6J 2C1","High Density Housing / Commercial - Addition / Alteration - Exterior alterations to provide parkade membrane replacement for the existing multiple dwelling building on this site. 
Proposed work includes removal of the existing membrane and related landscaping and installation of new 2 ply SBS membrane complete with porcelain pavers, new fencing, new drain tile, and new accessible ramp at the main entry. 

Building Review Branch Notes:
See related DP-2018-00209 for landscape alterations.",,['Dwelling Uses'],['Multiple Dwelling'],2018,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1453365, 49.2620711], 'type': 'Point'}, 'properties': {}}",2018-09,"{'lon': -123.1453365, 'lat': 49.2620711}",49.2620711,-123.1453365
DB-2017-05789,2017-11-09,2017-12-18,39,852840.0,Addition / Alteration,"LUMBERMAN'S ARCH - 3250 STANLEY PARK DRIVE, Vancouver, BC","Field Review - Addition / Alteration - (Lumberman's Arch) Exterior and interior alterations to provide improvements to the existing  public male and female washrooms. Scope of work includes update bathrooms, change rooms and lighting, install new accessible washroom in existing change room with new entrance door.

OK for field review as per Shawn Dyste Nov.9, 2017

Schedules submitted: 
A/B (Arch) by Brian Wakelin, 604-738-4323
B (Structural) by Clint Low, Struct.Eng, 604-688-9861
B (Mech / Plumb) by M. Asif Hussain, P.Eng, 604-609-0500
B (Electrical) by Navtej Singh Bains, 604.569.6500

Energy Upgrade Exempt: Voluntary Upgrade for accessibility; Occupancy sensors / Energy efficient LED lighting being installed in all washrooms.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Cultural/Recreational Uses'],['Park or Playground'],2017,,,2017-12,,,
BP-2018-04812,2018-09-07,2019-05-31,266,27769.0,Addition / Alteration,"334 E 5TH AVENUE, Vancouver, BC V5T 1H4",High Density Housing / Commercial - Addition / Alteration - Interior alterations for an adaptable elevator upgrade to meet the CSA-B44 standards to this existing 4-storey plus basement parkade multiple dwelling building.,,['Dwelling Uses'],['Multiple Dwelling'],2019,Mount Pleasant,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0978835, 49.2660927], 'type': 'Point'}, 'properties': {}}",2019-05,"{'lon': -123.0978835, 'lat': 49.2660927}",49.2660927,-123.0978835
DB-2023-00904,2023-03-13,2023-06-13,92,700000.0,Addition / Alteration,"1877 MAIN STREET #120, Vancouver, BC V5T 3B8","Field Review - Addition / Alteration - #120-1877 Main Street

Interior alterations to change the use from Retail to Health Care Office on the ground floor of this existing mixed use building on this site.

Revision#1 to change interior layout. Scope of work includes installing raised floor system, ramp, and change the location of accessible bathroom.

Notes:
1. Sprinkler Contractor: Five Star Fire Protection",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['Health Care Office'],2023,Mount Pleasant,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1008621, 49.2684326], 'type': 'Point'}, 'properties': {}}",2023-06,"{'lon': -123.1008621, 'lat': 49.2684326}",49.2684326,-123.1008621
BP-2020-01920,2020-06-22,2020-07-13,21,0.0,Addition / Alteration,"911 GRANVILLE STREET, Vancouver, BC V6Z 1L3","High Density Housing / Commercial - Addition / Alteration - Building Permit for DP-2020-00441 and related to CF-2020-006475

The installation of a temporary patio and fencing, for the exclusive use of Olympia Pizza Express for a limited period of time expiring on October 31, 2021.

This permit has been issued under the Covid-19 Temporary Patio Program.

Tenant: Cavo Bar + Kitchen

******THIS PERMIT HAS BEEN ISSUED UNDER THE REQUIREMENTS OF VBBL 2019********

Building Review Branch Note:
- This temporary patio platform and ramps must be removed when this permit is expired. Separate building permit is required for a permanent patio. 
- Total occupant load of the restaurant including inside and all patios must not be more than 80 persons as per FI40698.
- The rear ramp and its handrails must not project in to the city property. 

REVISION #1 (Nov 02, 2020): 
- Extension of BP expiration to Oct 31, 2021 in accordance with DP-2020-00408.",,['Service Uses'],['Restaurant - Class 1'],2020,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.122005, 49.2803216], 'type': 'Point'}, 'properties': {}}",2020-07,"{'lon': -123.122005, 'lat': 49.2803216}",49.2803216,-123.122005
DB-2023-04476,2023-12-07,2024-04-30,145,500000.0,Addition / Alteration,"602 SEYMOUR STREET, Vancouver, BC","High Density Housing / Commercial - Addition / Alteration - Change of Major Occupancy and Use from Restaurant - Class 1 (Group A2) to Retail Store (Group E) and to provide interior alterations for the new tenant, a bookstore operated by Alexander College, on the ground floor of this commercial building.

Scope of work includes installation of new partitions, finishes, millwork and accessible ramp, and removal of existing washrooms within suite. Tenant will use the 2 washrooms in the common area on the same floor.  

Notes:
- OK per Ben (POD) on Sept 12, 2023.
- No Translucent or opaque film, artwork, posters, shelving, display cases or similar elements are to be installed on or directly outside or inside of the approved glazing frontages and windows so that the interior of the premises is visible at all times from the sidewalk. 
- Separate Sign Permit is required for all signage. 
- Upgrade levels are F2, S2, N3, A3 due to multiple suites within the building are renovated under separate permits. See architect's letter.
 
** Reviewed under the VBBL 2019 **",,"['Retail Uses', 'Service Uses']","['Restaurant - Class 1', 'Retail Store']",2024,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1154367, 49.2829128], 'type': 'Point'}, 'properties': {}}",2024-04,"{'lon': -123.1154367, 'lat': 49.2829128}",49.2829128,-123.1154367
DB-2022-05212,2022-11-18,2023-01-23,66,50000.0,Addition / Alteration,"2121 ALDER CROSSING, Vancouver, BC","Field Review - Addition / Alteration - Exterior and interior alterations to add a mobility lift between the parking level and ground floor level of this one family dwelling on this site.

Schedule A - Scott Mitchell 604-786-2868
Arch Schedule B - Scott Mitchell 604-786-2868
Struc Schedule B - Yit F Ting 604-739-8544
Building Env Schedule D - Scott Mitchell 604-786-2868",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House'],2023,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1330637, 49.2663845], 'type': 'Point'}, 'properties': {}}",2023-01,"{'lon': -123.1330637, 'lat': 49.2663845}",49.2663845,-123.1330637
BP-2019-00804,2019-02-25,2019-05-23,87,500000.0,Addition / Alteration,"901 HOMER STREET, Vancouver, BC V6B 2W6","High Density Housing / Commercial - Addition / Alteration - Interior Alterations to combine two retail units and convert it from Retail (Group E) to Restaurant - Class 1 (Group A2) for the new tenant in this three-storey commercial building (Office/Restaurant).

*Class 1 Cooking Operation proposed. Two Type 1 Hoods proposed.
Total Occupant load = 207 persons (172 interior seats + 24 exterior seats + 11 staff) 

Change Notice #1- 2019-05-24- S.Le
Add Structural & Electrical drawings to building permit set. 

Permit Amendment #2- 2020-05-22- S.Le
Refer to DP-2019-00503 & BoV Appeal No. Z35579
1. Relocation of bar
2. Widening of the entry stair.
3. Reconfiguration of washrooms.
4. Accessible entrance via elevator.
5. Kitchen exhaust ducts realigned.
6. Delete FRR from columns.
7. Separate permit required for the exterior patio.",,['Service Uses'],['Restaurant - Class 1'],2019,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1185166, 49.2784377], 'type': 'Point'}, 'properties': {}}",2019-05,"{'lon': -123.1185166, 'lat': 49.2784377}",49.2784377,-123.1185166
BP-2019-01107,2019-03-14,2019-06-04,82,270000.0,Addition / Alteration,"16 E 5TH AVENUE, Vancouver, BC V1V 1V1","High Density Housing / Commercial - Addition / Alteration - Interior alterations only and change of major occupancy from Manufacturing (group F2) to Rehearsal Studio (group A2) for dance rehearsals to provide tenant improvement for this first tenant in this existing Municipally Designated Heritage B commercial building. Scope of work includes installation of new interior ramp and stairs near the front entrance of the suite and installation of two gender neutral washrooms. 

OK for BP only per Samantha Yu on Mar 4, 2019 based on no proposed exterior alterations or penetrations.

Occupant Load = Max 50 persons
Tenant: RSVP 33

******THIS PERMIT HAS BEEN ISSUED UNDER THE REQUIREMENTS OF VBBL 2014********

Building Review Branch Notes:
- Interior ceiling finish to comply with VBBL 3.1.5.10.(3). 
- Directional Signs to accessible washroom and shower shall conform to VBBL 3.8.3.12.(3). 
- Separate permit is required for all signage.                

O/T requested.",,['Service Uses'],['Production or Rehearsal Studio'],2019,Mount Pleasant,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1044232, 49.2664552], 'type': 'Point'}, 'properties': {}}",2019-06,"{'lon': -123.1044232, 'lat': 49.2664552}",49.2664552,-123.1044232
DB-2025-03446,2025-07-31,2025-08-28,28,300000.0,Addition / Alteration,"1722 DAVIE STREET, Vancouver, BC V6G 1W2","Field Review - Addition / Alteration - 1722 Davie St 

Interior alterations to change the use of approximately 309m2 from Retail to Health Care Office with ancillary small-scale pharmacy in this unit on the ground floor of this existing Municipally designated Vancouver Heritage Register mixed use building on this site.

Ok for DB Field Review, Jamie Z, July 31st 2025

Revision #1 - Feb 20, 2025 
- Add existing stairs lift
- Add handrails at back corridor stairs
- Add microwave and El point in lab
- Add pharmacy into clinic space
- Add a step to staff room, room 022, 025 and 026 to level with existing concrete floor slab

Contractor to have a valid Vancouver Business Licence or Intermunicpal Business Licence 

This is a sprinklered building.
Sprinkler Contractor: Pacific Coast Fire Equipment (1976) Ltd

Letter of Assurance:
Sch A - Joe NJ Hwang, AIBC - 778.819.7080
Sch B (Mech & Plbg - S. S. Shetty, P Eng - 778.360.2153 X1
Sch B (Elec) - Abdulrahman El-Haddad, P. Eng - 778-360-2153 x1

Note to Applicant:
The services of a structural engineer may be required, based upon site inspection by the District Building Inspector.",Renovation - Commercial/ Mixed Use - Lower Complexity,"['Office Uses', 'Retail Uses']","['Health Care Office', 'Retail Store']",2025,West End,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1408251, 49.2862349], 'type': 'Point'}, 'properties': {}}",2025-08,"{'lon': -123.1408251, 'lat': 49.2862349}",49.2862349,-123.1408251
